Channels	1	
Samples	48200	
Date	2014/10/14	
Time	18:22:05	
Y_Unit_Label	Voltage (V)	
X_Dimension	Time (s)	
X0	0.0000000000000000E+0	
Delta_X	0.001000	
***End_of_Header***		
X_Value	Dev1_ai2	Comment
0.000000	-0.016122
0.001000	-0.015477
0.002000	-0.015155
0.003000	-0.017410
0.004000	-0.016444
0.005000	-0.012901
0.006000	-0.014189
0.007000	-0.010969
0.008000	-0.009037
0.009000	-0.010969
0.010000	-0.009037
0.011000	-0.011291
0.012000	-0.010003
0.013000	-0.012579
0.014000	-0.012257
0.015000	-0.011291
0.016000	-0.012579
0.017000	-0.009359
0.018000	-0.010969
0.019000	-0.010969
0.020000	-0.010647
0.021000	-0.010647
0.022000	-0.011613
0.023000	-0.010969
0.024000	-0.011613
0.025000	-0.010969
0.026000	-0.010969
0.027000	-0.009037
0.028000	-0.011935
0.029000	-0.012579
0.030000	-0.010647
0.031000	-0.012901
0.032000	-0.010003
0.033000	-0.013223
0.034000	-0.013545
0.035000	-0.012579
0.036000	-0.013867
0.037000	-0.017410
0.038000	-0.016444
0.039000	-0.013545
0.040000	-0.015799
0.041000	-0.016766
0.042000	-0.013867
0.043000	-0.012257
0.044000	-0.009681
0.045000	-0.012257
0.046000	-0.008393
0.047000	-0.009359
0.048000	-0.010003
0.049000	-0.012257
0.050000	-0.014833
0.051000	-0.018054
0.052000	-0.014189
0.053000	-0.016444
0.054000	-0.013867
0.055000	-0.013223
0.056000	-0.015477
0.057000	-0.015155
0.058000	-0.008071
0.059000	-0.007427
0.060000	-0.009037
0.061000	-0.007749
0.062000	-0.009359
0.063000	-0.004207
0.064000	-0.012579
0.065000	-0.015155
0.066000	-0.015799
0.067000	-0.012257
0.068000	-0.013867
0.069000	-0.013223
0.070000	-0.015477
0.071000	-0.012901
0.072000	-0.011613
0.073000	-0.015155
0.074000	-0.013223
0.075000	-0.010647
0.076000	-0.008071
0.077000	-0.009681
0.078000	-0.009359
0.079000	-0.009037
0.080000	-0.006783
0.081000	-0.010647
0.082000	-0.010647
0.083000	-0.010325
0.084000	-0.008715
0.085000	-0.014511
0.086000	-0.017732
0.087000	-0.011935
0.088000	-0.011935
0.089000	-0.013867
0.090000	-0.013223
0.091000	-0.011291
0.092000	-0.009037
0.093000	-0.010325
0.094000	-0.008715
0.095000	-0.013867
0.096000	-0.009359
0.097000	-0.009037
0.098000	-0.010969
0.099000	-0.012579
0.100000	-0.013545
0.101000	-0.008715
0.102000	-0.014511
0.103000	-0.011291
0.104000	-0.013223
0.105000	-0.013867
0.106000	-0.011935
0.107000	-0.011935
0.108000	-0.008393
0.109000	-0.006783
0.110000	-0.008071
0.111000	-0.007749
0.112000	-0.006139
0.113000	-0.005817
0.114000	-0.008393
0.115000	-0.005173
0.116000	-0.007427
0.117000	-0.011291
0.118000	-0.006139
0.119000	-0.010969
0.120000	-0.009037
0.121000	-0.010325
0.122000	-0.007749
0.123000	-0.010647
0.124000	-0.009359
0.125000	-0.008393
0.126000	-0.006139
0.127000	-0.010969
0.128000	-0.007749
0.129000	-0.008071
0.130000	-0.008071
0.131000	-0.004207
0.132000	-0.004851
0.133000	-0.006783
0.134000	-0.006783
0.135000	-0.011291
0.136000	-0.010969
0.137000	-0.007105
0.138000	-0.010003
0.139000	-0.007749
0.140000	-0.011613
0.141000	-0.010969
0.142000	-0.010969
0.143000	-2.031382E-5
0.144000	-0.015155
0.145000	-0.008715
0.146000	-0.010003
0.147000	-0.008393
0.148000	-0.011935
0.149000	-0.009359
0.150000	-0.011291
0.151000	-0.012579
0.152000	-0.010003
0.153000	-0.010325
0.154000	-0.013545
0.155000	-0.012579
0.156000	-0.012579
0.157000	-0.012901
0.158000	-0.010003
0.159000	-0.008715
0.160000	-0.008715
0.161000	-0.007427
0.162000	-0.009681
0.163000	-0.010647
0.164000	-0.008715
0.165000	-0.008393
0.166000	-0.008715
0.167000	-0.014189
0.168000	-0.010003
0.169000	-0.011613
0.170000	-0.014189
0.171000	-0.013867
0.172000	-0.011291
0.173000	-0.012579
0.174000	-0.013867
0.175000	-0.011935
0.176000	-0.009681
0.177000	-0.012257
0.178000	-0.006139
0.179000	-0.008393
0.180000	-0.009037
